name,taskid,kind,started,resolved,locale
beetmover-checksums-bn-win64-aarch64-shippable/opt,A-6on4uySFmiZgHKu-Ez-A,beetmover-checksums,2019-06-18 01:33:48.440000+00:00,2019-06-18 01:34:01.605000+00:00,bn
partials-signing-be-linux-shippable/opt,A-7aZlh3TEymc3D6uE_5CA,partials-signing,2019-06-18 00:45:00.503000+00:00,2019-06-18 00:45:14.988000+00:00,
beetmover-repackage-cak-linux-shippable/opt,A00X5MDVRveDA9HLta1a3g,beetmover-repackage,2019-06-18 00:40:16.669000+00:00,2019-06-18 00:41:58.868000+00:00,cak
repackage-l10n-nn-NO-linux64-shippable/opt,A0WFfhtRRBWL2iMqkk0lhw,repackage-l10n,2019-06-17 23:59:25.582000+00:00,2019-06-18 00:01:40.810000+00:00,
nightly-l10n-signing-win64-aarch64-shippable-4/opt,A1HhKkq-QwWc663D5ursLw,nightly-l10n-signing,2019-06-18 00:45:13.996000+00:00,2019-06-18 00:57:38.986000+00:00,
beetmover-repackage-ta-macosx64-shippable/opt,A1O1LYdWQrC3UR9oi8jxoQ,beetmover-repackage,2019-06-17 23:59:09.182000+00:00,2019-06-17 23:59:48.678000+00:00,ta
partials-is-win32-shippable/opt,A1j5ajmQQ4eTaOJGU2qUpg,partials,2019-06-18 00:31:05.280000+00:00,2019-06-18 00:34:20.619000+00:00,
checksums-signing-es-CL-linux-shippable/opt,A2m3cHXGTDCRuMPABw91Xw,checksums-signing,2019-06-18 00:53:00.327000+00:00,2019-06-18 00:53:13.154000+00:00,
balrog-hsb-linux64-shippable/opt,A2uFDBjxSEa7ls8i-Wq9kQ,balrog,2019-06-18 00:25:55.422000+00:00,2019-06-18 00:26:10.644000+00:00,
repackage-signing-l10n-oc-win64-aarch64-shippable/opt,A45Rm76FTaywZn7dX-IWqQ,repackage-signing-l10n,2019-06-18 01:12:57.304000+00:00,2019-06-18 01:13:58.424000+00:00,
repackage-signing-l10n-fr-win32-shippable/opt,A4CTyHjPQGu_nEbXxljI7Q,repackage-signing-l10n,2019-06-18 01:00:06.851000+00:00,2019-06-18 01:00:47.151000+00:00,
repackage-signing-msi-es-ES-win32-shippable/opt,A4IfHVGxSR6iEb9k_CzWnQ,repackage-signing-msi,2019-06-18 01:28:28.382000+00:00,2019-06-18 01:28:56.264000+00:00,
partials-signing-de-win64-shippable/opt,A4MVzI1eRvGLVEF-PYE6EA,partials-signing,2019-06-18 01:06:56.879000+00:00,2019-06-18 01:07:10.717000+00:00,
beetmover-repackage-ga-IE-macosx64-shippable/opt,A4hiTzfASsegslLTpXrLnA,beetmover-repackage,2019-06-17 23:40:46.847000+00:00,2019-06-17 23:41:51.260000+00:00,ga-IE
partials-signing-uz-win64-aarch64-shippable/opt,A5CGKFOwQA-Dgf5n8qakPg,partials-signing,2019-06-18 01:09:55.330000+00:00,2019-06-18 01:10:09.939000+00:00,
partials-signing-fr-linux64-shippable/opt,A5EfVBGyRVeF9BeU_ZgIig,partials-signing,2019-06-18 00:27:59.806000+00:00,2019-06-18 00:28:16.431000+00:00,
partials-dsb-win64-aarch64-shippable/opt,A5VnuwOMTG2wXE5zVIg39A,partials,2019-06-18 01:09:01.677000+00:00,2019-06-18 01:13:28.363000+00:00,
beetmover-checksums-sl-linux-shippable/opt,A5nNSGl0RNuBlXRou6U-zg,beetmover-checksums,2019-06-18 00:52:25.470000+00:00,2019-06-18 00:53:14.911000+00:00,sl
balrog-eu-win32-shippable/opt,A60WQkJiQSuFRFLb7pZY1w,balrog,2019-06-18 01:17:30.642000+00:00,2019-06-18 01:17:51.988000+00:00,
nightly-l10n-signing-win64-shippable-15/opt,A67Kd_nYRVmHflPM-q5MGg,nightly-l10n-signing,2019-06-18 00:30:33.035000+00:00,2019-06-18 00:40:01.513000+00:00,
repackage-l10n-ca-win64-aarch64-shippable/opt,A6AYEN8iTkSQtgd5PVS3Jg,repackage-l10n,2019-06-18 01:01:21.395000+00:00,2019-06-18 01:13:50.145000+00:00,
beetmover-repackage-hsb-linux-shippable/opt,A6I1uvADQPygTRpbZd_aVA,beetmover-repackage,2019-06-18 00:37:39.068000+00:00,2019-06-18 00:39:06.246000+00:00,hsb
repackage-l10n-es-AR-win64-aarch64-shippable/opt,A6IqtusTSfKeY4I3DHnsbA,repackage-l10n,2019-06-18 01:08:57.981000+00:00,2019-06-18 01:24:19.412000+00:00,
partials-signing-win64-asan-reporter-nightly/opt,A6NWcRXyRT-v-NPdcXzeaQ,partials-signing,2019-06-18 00:57:38.128000+00:00,2019-06-18 00:57:58.465000+00:00,
repackage-l10n-ru-macosx64-shippable/opt,A6QIu81oQOWs32RV8bG7Jw,repackage-l10n,2019-06-17 23:29:55.207000+00:00,2019-06-17 23:32:54.304000+00:00,
partials-signing-lij-win64-shippable/opt,A6WeGOpOTvOH02lWV--62Q,partials-signing,2019-06-18 01:20:07.131000+00:00,2019-06-18 01:20:20.915000+00:00,
partials-br-linux64-shippable/opt,A6u_OS-DSm6r_qtpifgs6g,partials,2019-06-17 23:59:41.651000+00:00,2019-06-18 00:03:35.949000+00:00,
checksums-signing-uz-win32-shippable/opt,A77YSd6KTSWsO07ZhLS5Jg,checksums-signing,2019-06-18 01:13:14.230000+00:00,2019-06-18 01:13:35.308000+00:00,
partials-en-GB-linux-shippable/opt,A7Xk2Fj5T329-j6HEyzfkQ,partials,2019-06-18 00:15:10.654000+00:00,2019-06-18 00:18:54.860000+00:00,
checksums-signing-ltg-linux-shippable/opt,A7cuHlJRQZS-rtHleinFgQ,checksums-signing,2019-06-18 00:55:04.564000+00:00,2019-06-18 00:55:17.566000+00:00,
repackage-l10n-dsb-win64-aarch64-shippable/opt,A80newFXT12O1BSPmuEmAg,repackage-l10n,2019-06-18 00:57:42.036000+00:00,2019-06-18 01:09:00.397000+00:00,
beetmover-checksums-az-linux64-shippable/opt,A8IK5Ej7RLiJNwLXBD-WKg,beetmover-checksums,2019-06-18 00:46:41.518000+00:00,2019-06-18 00:46:55.957000+00:00,az
repackage-signing-l10n-he-win64-shippable/opt,A9AqURYyQJajD_SS2JS3JA,repackage-signing-l10n,2019-06-18 00:59:22.938000+00:00,2019-06-18 00:59:42.809000+00:00,
partials-dsb-linux-shippable/opt,A9Bgj8cyQ5yfqFBY3IV61A,partials,2019-06-18 00:20:39.913000+00:00,2019-06-18 00:23:58.852000+00:00,
beetmover-checksums-da-win32-shippable/opt,A9Pa16HZTvyfizfAWDdimg,beetmover-checksums,2019-06-18 01:19:34.013000+00:00,2019-06-18 01:19:47.853000+00:00,da
partials-de-macosx64-shippable/opt,A9hkyeIxQHqjbJrwXza0ng,partials,2019-06-17 23:49:30.616000+00:00,2019-06-17 23:55:03.498000+00:00,
beetmover-repackage-eu-linux-shippable/opt,AA3CPZr6SD2OqUFGqv5n-g,beetmover-repackage,2019-06-18 00:39:37.878000+00:00,2019-06-18 00:40:48.442000+00:00,eu
mar-signing-l10n-ia-win64-shippable/opt,AAoIbENLQ6m_7Gtl5BDz7A,mar-signing-l10n,2019-06-18 01:09:09.300000+00:00,2019-06-18 01:09:20.803000+00:00,
partials-signing-pl-win64-aarch64-shippable/opt,AAtBHKXySsaQtygH14itLw,partials-signing,2019-06-18 01:17:38.547000+00:00,2019-06-18 01:17:53.984000+00:00,
repackage-l10n-oc-win64-aarch64-shippable/opt,ABB107nRRdSkGTMG31Q8RA,repackage-l10n,2019-06-18 00:54:44.805000+00:00,2019-06-18 01:07:30.146000+00:00,
balrog-hr-win64-aarch64-shippable/opt,ABoyuTQKTlqJ6CWVGlAs4Q,balrog,2019-06-18 01:16:38.981000+00:00,2019-06-18 01:17:41.804000+00:00,
balrog-en-CA-macosx64-shippable/opt,ABwL-cy5SZWG6EwaHDyeVw,balrog,2019-06-17 23:59:31.033000+00:00,2019-06-17 23:59:45.699000+00:00,
partials-sl-linux64-shippable/opt,AC1vPMg_Ram9VR5lFbSX8w,partials,2019-06-18 00:04:18.916000+00:00,2019-06-18 00:07:36.046000+00:00,
partials-signing-ur-win32-shippable/opt,AC2Pkq0rQz-IRfI73MUK7w,partials-signing,2019-06-18 00:47:09.875000+00:00,2019-06-18 00:47:24.813000+00:00,
balrog-hy-AM-win32-shippable/opt,AD66BPOLSbuwRCsaZawgoQ,balrog,2019-06-18 01:24:14.755000+00:00,2019-06-18 01:24:30.798000+00:00,
mar-signing-l10n-son-linux-shippable/opt,ADHpkzExSRif-8ssmcEJnQ,mar-signing-l10n,2019-06-18 00:36:58.690000+00:00,2019-06-18 00:37:39.005000+00:00,
mar-signing-l10n-nb-NO-linux64-shippable/opt,ADZf3csuShe1TcNxLKoQKA,mar-signing-l10n,2019-06-18 00:21:04.973000+00:00,2019-06-18 00:23:29.950000+00:00,
partials-signing-gl-linux-shippable/opt,ADs6BTIwQuePjFyG1mu8og,partials-signing,2019-06-18 00:37:38.575000+00:00,2019-06-18 00:37:56.879000+00:00,
balrog-te-win32-shippable/opt,AE1c_Hk4SbCU8yMw9VgTog,balrog,2019-06-18 01:09:54.042000+00:00,2019-06-18 01:10:13.356000+00:00,
repackage-signing-l10n-nb-NO-win32-shippable/opt,AEmy2iBrSRGVN3uHAz6o-g,repackage-signing-l10n,2019-06-18 00:55:29.525000+00:00,2019-06-18 00:57:15.478000+00:00,
beetmover-checksums-eo-win64-shippable/opt,AEzLshSBTt-dnAP0bfpYrA,beetmover-checksums,2019-06-18 01:36:51.925000+00:00,2019-06-18 01:37:06.439000+00:00,eo
partials-signing-is-win64-shippable/opt,AFUl-teYTHWYT0fprlAL0Q,partials-signing,2019-06-18 01:21:22.862000+00:00,2019-06-18 01:21:37.187000+00:00,
nightly-l10n-win64-aarch64-shippable-15/opt,AF_mx1EXQT6hqILIY3L7CQ,nightly-l10n,2019-06-17 23:54:00.287000+00:00,2019-06-18 00:29:53.067000+00:00,
partials-signing-he-linux-shippable/opt,AFxm3PhGSyOZEIplsKMWww,partials-signing,2019-06-18 00:37:09.985000+00:00,2019-06-18 00:37:24.610000+00:00,
partials-signing-is-linux-shippable/opt,AGFK7CbIRJeL1Po-ld0EPQ,partials-signing,2019-06-18 00:38:48.991000+00:00,2019-06-18 00:39:25.699000+00:00,
beetmover-checksums-eo-macosx64-shippable/opt,AGO1LEWZQx2iyjabuT6KTA,beetmover-checksums,2019-06-18 00:15:14.580000+00:00,2019-06-18 00:15:26.917000+00:00,eo
repackage-msi-fi-win64-shippable/opt,AGc0JJgYS6G5STen-I2qkA,repackage-msi,2019-06-18 01:08:31.927000+00:00,2019-06-18 01:17:21.207000+00:00,
beetmover-repackage-tr-win64-shippable/opt,AGdPu7a2T--ZyuikFtLK9Q,beetmover-repackage,2019-06-18 01:32:23.781000+00:00,2019-06-18 01:33:50.810000+00:00,tr
repackage-l10n-eu-linux64-shippable/opt,AGoXgvXpQ1WGJY2ZBHBHdA,repackage-l10n,2019-06-18 00:00:05.095000+00:00,2019-06-18 00:01:11.492000+00:00,
mar-signing-l10n-da-win32-shippable/opt,AH9g9AruRXaLkHmWoTGMuQ,mar-signing-l10n,2019-06-18 00:55:15.605000+00:00,2019-06-18 00:56:26.153000+00:00,
checksums-signing-eu-win64-shippable/opt,AHiIhgQHQlCw2BowGzLGAA,checksums-signing,2019-06-18 01:28:46.313000+00:00,2019-06-18 01:29:00.875000+00:00,
beetmover-repackage-he-win64-aarch64-shippable/opt,AIW4YxmqQDywmkANjIAuMA,beetmover-repackage,2019-06-18 01:21:18.757000+00:00,2019-06-18 01:22:12.305000+00:00,he
mar-signing-l10n-sq-win32-shippable/opt,AJ1mWidFRIa7jtrTe4EuDg,mar-signing-l10n,2019-06-18 00:59:28.972000+00:00,2019-06-18 00:59:40.257000+00:00,
beetmover-checksums-de-win64-aarch64-shippable/opt,AJNSzUF5SJypSH11llhByg,beetmover-checksums,2019-06-18 01:35:40.234000+00:00,2019-06-18 01:35:53.777000+00:00,de
repackage-l10n-nb-NO-macosx64-shippable/opt,AJYv6WHaSYGAAh7bSuiNOQ,repackage-l10n,2019-06-17 23:40:33.121000+00:00,2019-06-17 23:46:40.351000+00:00,
beetmover-repackage-win64-asan-reporter-nightly/opt,AJda0anYToKNWkZo1CT8dw,beetmover-repackage,2019-06-18 00:57:59.839000+00:00,2019-06-18 01:00:35.831000+00:00,
beetmover-checksums-zh-TW-win64-aarch64-shippable/opt,AKAg8_8nTkSI4v-gjNPhuQ,beetmover-checksums,2019-06-18 01:26:36.341000+00:00,2019-06-18 01:26:50.428000+00:00,zh-TW
checksums-signing-fy-NL-win64-aarch64-shippable/opt,AKMX-y0nSkylRvIDK2WsLA,checksums-signing,2019-06-18 01:23:12.452000+00:00,2019-06-18 01:23:24.814000+00:00,
checksums-signing-vi-win64-aarch64-shippable/opt,AKr4_39SQFW1uJ_AE9GQjA,checksums-signing,2019-06-18 01:15:54.562000+00:00,2019-06-18 01:16:06.881000+00:00,
nightly-l10n-linux64-shippable-5/opt,AL325P6bSpiYijHXI4cK3A,nightly-l10n,2019-06-17 23:38:43.287000+00:00,2019-06-17 23:44:07.753000+00:00,
beetmover-checksums-pa-IN-macosx64-shippable/opt,ALhNpIH7T0C6tCzH_IiZJA,beetmover-checksums,2019-06-17 23:42:40.649000+00:00,2019-06-17 23:42:54.698000+00:00,pa-IN
mar-signing-l10n-lo-win64-aarch64-shippable/opt,AMhUgUxGTDqBqHkutL1aug,mar-signing-l10n,2019-06-18 01:16:08.227000+00:00,2019-06-18 01:16:23.372000+00:00,
beetmover-repackage-tr-macosx64-shippable/opt,AN01nccpTqm1BXGRhg1hZg,beetmover-repackage,2019-06-17 23:50:46.073000+00:00,2019-06-17 23:52:13.794000+00:00,tr
balrog-oc-win64-aarch64-shippable/opt,AN0U3jsmT4OJswhKhxk2Qg,balrog,2019-06-18 01:22:05.785000+00:00,2019-06-18 01:22:22.785000+00:00,
beetmover-repackage-eo-macosx64-shippable/opt,AN1ieInOR0KBO9kqL2OEyw,beetmover-repackage,2019-06-17 23:58:41.801000+00:00,2019-06-17 23:59:28.997000+00:00,eo
balrog-crh-win64-aarch64-shippable/opt,ANJ152VmT5S0NpXHI5VekA,balrog,2019-06-18 01:31:08.487000+00:00,2019-06-18 01:32:11.702000+00:00,
beetmover-repackage-pt-BR-win64-aarch64-shippable/opt,AOfnaaLYQb2UTlcww9YP-w,beetmover-repackage,2019-06-18 01:39:39.688000+00:00,2019-06-18 01:41:15.646000+00:00,pt-BR
repackage-l10n-kab-win64-aarch64-shippable/opt,AOlxt7o1S3qj-5iLA8MeQA,repackage-l10n,2019-06-18 00:54:22.934000+00:00,2019-06-18 01:07:07.408000+00:00,
nightly-l10n-linux-shippable-12/opt,APA-zI6KTCiUuTHC8pBeHg,nightly-l10n,2019-06-17 23:44:38.749000+00:00,2019-06-17 23:50:54.381000+00:00,
repackage-signing-l10n-hy-AM-win64-aarch64-shippable/opt,APBdY3fvTvOgM0y_PfGa_A,repackage-signing-l10n,2019-06-18 01:08:04.468000+00:00,2019-06-18 01:08:43.355000+00:00,
repackage-l10n-hi-IN-win32-shippable/opt,APEIsFkjRu6QWv_MCYF7fQ,repackage-l10n,2019-06-18 00:35:00.998000+00:00,2019-06-18 00:49:20.118000+00:00,
mar-signing-l10n-uk-macosx64-shippable/opt,API2_j5wToexF_1SXm6byg,mar-signing-l10n,2019-06-17 23:30:40.978000+00:00,2019-06-17 23:30:57.569000+00:00,
post-beetmover-dummy-firefox-macosx64-shippable-2,AQWfMARxT4eX1lRUDFWYLg,post-beetmover-dummy,2019-06-18 00:15:43.897000+00:00,2019-06-18 00:15:52.754000+00:00,
partials-signing-ru-macosx64-shippable/opt,ARGzHiFVSV-xtawZy8rp7Q,partials-signing,2019-06-17 23:39:04.900000+00:00,2019-06-17 23:39:18.947000+00:00,
checksums-signing-crh-win64-shippable/opt,ARMcDyAKTvGJKD1I9Dm6zg,checksums-signing,2019-06-18 01:29:29.108000+00:00,2019-06-18 01:29:41.861000+00:00,
nightly-l10n-signing-win64-aarch64-shippable-5/opt,ARbxRMWPReqjjqeEQL9ivA,nightly-l10n-signing,2019-06-18 00:55:31.169000+00:00,2019-06-18 01:05:19.748000+00:00,
partials-signing-it-win64-shippable/opt,ARisig5BSKe_AAkmRMxO5w,partials-signing,2019-06-18 01:09:04.795000+00:00,2019-06-18 01:09:27.022000+00:00,
beetmover-checksums-fa-win32-shippable/opt,ARkhx_KhQtOWMc2dBgwe8w,beetmover-checksums,2019-06-18 01:19:13.170000+00:00,2019-06-18 01:19:27.835000+00:00,fa
mar-signing-l10n-lv-win64-aarch64-shippable/opt,ARsAgDyQRmegRazr36t2fA,mar-signing-l10n,2019-06-18 01:08:51.293000+00:00,2019-06-18 01:09:06.100000+00:00,
mar-signing-l10n-br-win32-shippable/opt,ARtG8E99T7G0tphvzYUt6w,mar-signing-l10n,2019-06-18 00:48:49.766000+00:00,2019-06-18 00:49:01.647000+00:00,
mar-signing-l10n-ia-linux64-shippable/opt,AT9M1SMySF65HSkoHOHynQ,mar-signing-l10n,2019-06-18 00:23:15.483000+00:00,2019-06-18 00:23:31.097000+00:00,
balrog-fi-linux64-shippable/opt,ATJFdspNTqGRJHDLkdGGiw,balrog,2019-06-18 00:30:12.537000+00:00,2019-06-18 00:30:55.366000+00:00,
beetmover-checksums-es-MX-win32-shippable/opt,ATRWlm6ARy2ffTj96bUc9g,beetmover-checksums,2019-06-18 01:19:18.968000+00:00,2019-06-18 01:19:32.718000+00:00,es-MX
repackage-l10n-ta-macosx64-shippable/opt,ATU-slH4QNKOz202tuzKAA,repackage-l10n,2019-06-17 23:41:20.016000+00:00,2019-06-17 23:43:33.241000+00:00,
beetmover-checksums-xh-macosx64-shippable/opt,ATzes7_OQSCrXS_wASemVw,beetmover-checksums,2019-06-17 23:41:20.910000+00:00,2019-06-17 23:41:34.564000+00:00,xh
repackage-signing-msi-th-win64-shippable/opt,AUuB6LkST8qF0aL98AND1w,repackage-signing-msi,2019-06-18 01:21:19.666000+00:00,2019-06-18 01:21:43.843000+00:00,
repackage-l10n-ms-win32-shippable/opt,AUwRe1xVR5ihCDO0l6fAyA,repackage-l10n,2019-06-18 00:35:35.225000+00:00,2019-06-18 00:49:27.199000+00:00,
balrog-mk-win64-shippable/opt,AVN3jyfVT5q5vWVBSnO0Aw,balrog,2019-06-18 01:32:26.268000+00:00,2019-06-18 01:33:48.874000+00:00,
mar-signing-l10n-hsb-linux64-shippable/opt,AVS7Km_nRXWnIWya4LOs0A,mar-signing-l10n,2019-06-18 00:13:23.600000+00:00,2019-06-18 00:13:39.253000+00:00,
partials-signing-nl-win32-shippable/opt,AWy8LSphRQGQ5M1E19eFcg,partials-signing,2019-06-18 01:01:20.576000+00:00,2019-06-18 01:01:35.854000+00:00,
beetmover-repackage-ne-NP-win32-shippable/opt,AX45WGOLQa2nvsOiOGusUg,beetmover-repackage,2019-06-18 01:11:46.469000+00:00,2019-06-18 01:13:30.313000+00:00,ne-NP
partials-signing-ru-win64-aarch64-shippable/opt,AXus56_SRpySCrv7S9beeg,partials-signing,2019-06-18 01:18:53.152000+00:00,2019-06-18 01:19:08.480000+00:00,
balrog-es-ES-linux64-shippable/opt,AYLbLfpsSv6Ju0yE4wSyIg,balrog,2019-06-18 00:30:43.991000+00:00,2019-06-18 00:31:01.150000+00:00,
repackage-l10n-sk-linux-shippable/opt,AYWoKWl9QuSouoij3yePFw,repackage-l10n,2019-06-18 00:13:40.475000+00:00,2019-06-18 00:15:27.834000+00:00,
mar-signing-l10n-ia-win64-aarch64-shippable/opt,AYebF5QdTvGJVZREyNgfRg,mar-signing-l10n,2019-06-18 01:12:46.261000+00:00,2019-06-18 01:13:07.809000+00:00,
partials-wo-macosx64-shippable/opt,AYgQOHPGSBSzioKgQ0f9lA,partials,2019-06-17 23:32:59.994000+00:00,2019-06-17 23:39:39.429000+00:00,
partials-signing-ta-win64-shippable/opt,AZ4J_Hu9TvaZewAVNSBdYw,partials-signing,2019-06-18 01:05:34.916000+00:00,2019-06-18 01:05:49.416000+00:00,
repackage-signing-l10n-sq-win64-shippable/opt,AZWXT22xR_WJgw3mA-2JQA,repackage-signing-l10n,2019-06-18 01:04:04.849000+00:00,2019-06-18 01:04:49.081000+00:00,
balrog-it-linux64-shippable/opt,AZrLUmZAQdWRi_flXPql0A,balrog,2019-06-18 00:32:19.883000+00:00,2019-06-18 00:32:58.690000+00:00,
mar-signing-l10n-ja-win64-aarch64-shippable/opt,AZvFk3zUQqeBeGQcWzL00A,mar-signing-l10n,2019-06-18 01:09:22.238000+00:00,2019-06-18 01:09:35.824000+00:00,
beetmover-repackage-zh-CN-win64-shippable/opt,AZwZcjm0RCyBl0c9puggBA,beetmover-repackage,2019-06-18 01:19:17.559000+00:00,2019-06-18 01:20:37.837000+00:00,zh-CN
partials-nl-win32-shippable/opt,A_TX5apHQlOvCfwQL9P43A,partials,2019-06-18 00:47:04.171000+00:00,2019-06-18 00:50:18.173000+00:00,
beetmover-repackage-da-linux-shippable/opt,A_s3AVwoQHKfZ6hFWN2K3w,beetmover-repackage,2019-06-18 00:49:45.238000+00:00,2019-06-18 00:51:11.183000+00:00,da
repackage-l10n-ta-win32-shippable/opt,AaZTpGtZRa-JzR1_9mSSeA,repackage-l10n,2019-06-18 00:35:25.967000+00:00,2019-06-18 00:47:38.630000+00:00,
repackage-signing-l10n-ne-NP-win32-shippable/opt,AamrsrNmQ7SKDDr8PhPyuA,repackage-signing-l10n,2019-06-18 00:57:14.612000+00:00,2019-06-18 00:58:58.458000+00:00,
repackage-msi-ff-win32-shippable/opt,AbsuIq9TQ-arjGcfetau8g,repackage-msi,2019-06-18 00:59:07.356000+00:00,2019-06-18 01:26:57.876000+00:00,
partials-ast-linux-shippable/opt,AbxAPBzFQDumMV959hKYSQ,partials,2019-06-18 00:14:46.570000+00:00,2019-06-18 00:18:00.717000+00:00,
partials-signing-nb-NO-win64-aarch64-shippable/opt,AcEyzseaTaWeumySGaXW6A,partials-signing,2019-06-18 01:17:15.028000+00:00,2019-06-18 01:17:30.699000+00:00,
repackage-l10n-es-AR-linux-shippable/opt,AcPsLwF5R7-m4BdUKyqpUQ,repackage-l10n,2019-06-18 00:13:27.499000+00:00,2019-06-18 00:14:36.613000+00:00,
mar-signing-l10n-be-linux-shippable/opt,AcS5ZSrxQBy4J9VXv7TcVQ,mar-signing-l10n,2019-06-18 00:41:57.334000+00:00,2019-06-18 00:42:11.438000+00:00,
partials-si-win32-shippable/opt,AcbpjqQJSOmyaYNphZHM0g,partials,2019-06-18 00:44:28.599000+00:00,2019-06-18 00:47:37.936000+00:00,
balrog-wo-win64-shippable/opt,AciFzgsiRpyeQa-SPcLucA,balrog,2019-06-18 01:14:07.207000+00:00,2019-06-18 01:14:30.223000+00:00,
mar-signing-l10n-rm-macosx64-shippable/opt,AclDQSSuTTW4mb1k8Fq4mQ,mar-signing-l10n,2019-06-17 23:34:13.879000+00:00,2019-06-17 23:34:28.350000+00:00,
beetmover-repackage-ru-macosx64-shippable/opt,AclSgaN8SB6fAteL7lTTCg,beetmover-repackage,2019-06-17 23:39:21.955000+00:00,2019-06-17 23:40:10.189000+00:00,ru
beetmover-checksums-ms-win64-aarch64-shippable/opt,AdSNrTFQRPGiVEJn3OHo1w,beetmover-checksums,2019-06-18 01:31:45.965000+00:00,2019-06-18 01:31:59.994000+00:00,ms
checksums-signing-xh-win32-shippable/opt,AdwTUYcmTI-tyzmarp-uFA,checksums-signing,2019-06-18 01:11:59.912000+00:00,2019-06-18 01:12:44.721000+00:00,
repackage-l10n-eo-macosx64-shippable/opt,AdzWr2sqTOelh7YpEO8HLA,repackage-l10n,2019-06-17 23:39:58.914000+00:00,2019-06-17 23:43:19.242000+00:00,
repackage-l10n-ur-win64-aarch64-shippable/opt,AeFP_8W3TPS32HXNhO1wWA,repackage-l10n,2019-06-18 00:47:54.287000+00:00,2019-06-18 01:03:05.008000+00:00,
repackage-signing-msi-kk-win64-shippable/opt,AeSWqi1xQcKy0xQBTfcn3w,repackage-signing-msi,2019-06-18 01:33:10.125000+00:00,2019-06-18 01:34:01.866000+00:00,
beetmover-checksums-gl-linux-shippable/opt,AfScbJo6Q56OIf3uKZfPtg,beetmover-checksums,2019-06-18 00:54:15.715000+00:00,2019-06-18 00:54:29.741000+00:00,gl
repackage-l10n-sv-SE-win32-shippable/opt,AfZQyr7WR0K2Jh_kTqVcSQ,repackage-l10n,2019-06-18 00:35:32.219000+00:00,2019-06-18 00:49:27.115000+00:00,
checksums-signing-lt-linux64-shippable/opt,AgqY2thDQ6KcH1mAUg0daA,checksums-signing,2019-06-18 00:42:12.945000+00:00,2019-06-18 00:42:25.674000+00:00,
repackage-l10n-be-macosx64-shippable/opt,Ah0GN7kITzG-9kN8qzLDew,repackage-l10n,2019-06-17 23:29:49.603000+00:00,2019-06-17 23:32:47.704000+00:00,
beetmover-checksums-nb-NO-linux-shippable/opt,AhAG6bFGSCK2_qa1vTjyTQ,beetmover-checksums,2019-06-18 00:56:00.200000+00:00,2019-06-18 00:56:12.908000+00:00,nb-NO
repackage-signing-msi-si-win64-shippable/opt,AhjcOr9eTP2FGT_AbBsgKA,repackage-signing-msi,2019-06-18 01:17:05.363000+00:00,2019-06-18 01:17:37.175000+00:00,
nightly-l10n-signing-win32-shippable-6/opt,Ahn7YSdMSgiVT08AByoLnA,nightly-l10n-signing,2019-06-18 00:15:29.207000+00:00,2019-06-18 00:25:29.769000+00:00,
partials-be-linux64-shippable/opt,AhpCFbHZSTiMuYbrr6Qhlw,partials,2019-06-18 00:01:43.900000+00:00,2019-06-18 00:05:32.398000+00:00,
beetmover-repackage-tl-linux-shippable/opt,AiajtrkPQwK4altxLtyChg,beetmover-repackage,2019-06-18 00:38:11.772000+00:00,2019-06-18 00:39:32.331000+00:00,tl
beetmover-repackage-et-win32-shippable/opt,AivbsfEEQ1iUG0un-E-f7Q,beetmover-repackage,2019-06-18 01:09:28.015000+00:00,2019-06-18 01:10:23.947000+00:00,et
beetmover-checksums-my-linux64-shippable/opt,Aj5wTA9ZQcivabsJYKgZCw,beetmover-checksums,2019-06-18 00:42:44.630000+00:00,2019-06-18 00:42:56.811000+00:00,my
repackage-signing-l10n-uz-win32-shippable/opt,Ak6PD2bMT-ylqsmDq8VTIw,repackage-signing-l10n,2019-06-18 00:43:14.935000+00:00,2019-06-18 00:43:58.194000+00:00,
mar-signing-l10n-th-win64-aarch64-shippable/opt,AkBlsuqnQKatC7pMXiRg1Q,mar-signing-l10n,2019-06-18 01:09:24.558000+00:00,2019-06-18 01:09:39.012000+00:00,
partials-signing-oc-macosx64-shippable/opt,AkHlOYWeS4yDhfBuOQQVDw,partials-signing,2019-06-17 23:57:56.023000+00:00,2019-06-17 23:58:10.515000+00:00,
partials-signing-hr-macosx64-shippable/opt,AkK2SXhWQIqyGdv7W8hT5Q,partials-signing,2019-06-17 23:50:21.764000+00:00,2019-06-17 23:50:35.972000+00:00,
repackage-l10n-pt-BR-macosx64-shippable/opt,AkM6JXgXTxulzjE1t066Xg,repackage-l10n,2019-06-17 23:31:05.394000+00:00,2019-06-17 23:33:41.268000+00:00,
mar-signing-l10n-cy-linux-shippable/opt,AkeZpa4bS9etAGqCSVjuPA,mar-signing-l10n,2019-06-18 00:36:32.274000+00:00,2019-06-18 00:36:46.734000+00:00,
partials-son-win64-aarch64-shippable/opt,Aks4cXQqTF24oclZUS1wEw,partials,2019-06-18 01:06:55.065000+00:00,2019-06-18 01:11:09.651000+00:00,
repackage-signing-l10n-ne-NP-win64-aarch64-shippable/opt,Al8UL3cFTaahMbjPeQsmEw,repackage-signing-l10n,2019-06-18 01:10:51.894000+00:00,2019-06-18 01:12:50.976000+00:00,
