name,taskid,kind,started,resolved
test-windows7-32/opt-web-platform-tests-e10s-3,I3ez_XmCTMmghj_Ec3C52A,test,2019-06-17 11:18:48.612000+00:00,2019-06-17 12:01:11.017000+00:00
source-test-file-metadata-bugzilla-components,I4OYaC8yQZSMInKAfzKa9w,source-test,2019-06-17 10:02:06.283000+00:00,2019-06-17 10:12:10.140000+00:00
build-linux64-gcp-shippable/opt-upload-symbols,I5KSeXpVSoqTmg-3Gxnd1w,upload-symbols,2019-06-17 12:15:08.914000+00:00,2019-06-17 12:15:59.579000+00:00
test-windows10-64/opt-mochitest-media-spi-e10s,I69ta3icT26odrVitZkeJw,test,2019-06-17 11:20:29.950000+00:00,2019-06-17 11:55:25.005000+00:00
test-windows10-64/opt-awsy-e10s,I6a26vbKSWyyb7Kqxvi1XA,test,2019-06-17 11:26:22.919000+00:00,2019-06-17 12:27:56.772000+00:00
test-macosx1014-64/debug-xpcshell-e10s-2,I7AXC0joTwCm3Rdvl2Sx5w,test,2019-06-17 11:25:06.087000+00:00,2019-06-17 11:59:07.463000+00:00
test-windows10-64-qr/opt-awsy-e10s,I7ECORybRuSEls6xCPWNXQ,test,2019-06-17 11:56:53.779000+00:00,2019-06-17 12:58:47.058000+00:00
build-signing-win64-aarch64-shippable/opt,I7FqeyI_Rn-6ClGJdUEBvg,build-signing,2019-06-17 12:06:12.656000+00:00,2019-06-17 12:15:33.326000+00:00
test-windows10-64/opt-awsy-base-e10s,I9Ew0c2XTH6mbd9W6pqCMQ,test,2019-06-17 11:26:57.226000+00:00,2019-06-17 11:33:35.455000+00:00
test-linux64-shippable/opt-raptor-tp6-9-firefox-profiling-e10s,I9ITuMRRQQum97hwyex4Rw,test,2019-06-17 12:04:27.945000+00:00,2019-06-17 12:10:02.533000+00:00
test-macosx1010-64-shippable/opt-browser-screenshots-e10s,I9jWen-RTceI1AzLGm614w,test,2019-06-17 11:25:05.884000+00:00,2019-06-17 11:28:59.810000+00:00
test-android-em-4.3-arm7-api-16/debug-reftest-1proc-45,IA8bODnVQ_WVVs_BXxRn6w,test,2019-06-17 10:48:25.207000+00:00,2019-06-17 11:38:11.143000+00:00
test-windows10-aarch64/opt-mochitest-media-spi-e10s-1,IAcgP16wT4S-BMhi_NToOA,test,2019-06-17 11:33:38.790000+00:00,2019-06-17 12:04:31.452000+00:00
test-linux64/debug-reftest-no-accel-sw-e10s-8,IBRukb-DQyqif6QIguGwrg,test,2019-06-17 11:03:25.072000+00:00,2019-06-17 11:18:38.296000+00:00
test-linux64-shippable/opt-mochitest-browser-chrome-e10s-5,ICM5MTcVSeepUeTpDQZfWQ,test,2019-06-17 12:04:58.354000+00:00,2019-06-17 12:36:53.730000+00:00
test-linux32-shippable/opt-web-platform-tests-e10s-7,IDF5AqAfTmWy4-YicOWpkA,test,2019-06-17 11:51:40.303000+00:00,2019-06-17 12:23:34.546000+00:00
test-macosx1014-64-qr/debug-reftest-e10s-1,IDW3qM-lR1O9q5FVFNvxuA,test,2019-06-17 10:53:10.730000+00:00,2019-06-17 11:11:05.763000+00:00
test-linux64-shippable/opt-reftest-no-accel-e10s-1,IE_TqIAcTXSKpCrPM2FpYg,test,2019-06-17 12:04:54.237000+00:00,2019-06-17 12:29:08.425000+00:00
test-linux64-shippable/opt-talos-g3-e10s,IGc3P8ljTeWbITHEGXHYrg,test,2019-06-17 12:04:28.377000+00:00,2019-06-17 12:08:06.989000+00:00
test-android-hw-p2-8-0-android-aarch64/opt-raptor-tp6m-9-geckoview-e10s,IH9BIUOyRUCsoMvelHZf7w,test,2019-06-17 11:08:07.339000+00:00,2019-06-17 11:11:52.938000+00:00
test-macosx1014-64-shippable-qr/opt-reftest-e10s-1,IHpv_mAFR1ycGwbSqXLKWw,test,2019-06-17 11:25:05.648000+00:00,2019-06-17 11:35:33.640000+00:00
test-linux64-shippable-qr/opt-raptor-wasm-misc-cranelift-firefox-e10s,IHxNFzy3SMqtyPP-uNrGcA,test,2019-06-17 12:04:29.155000+00:00,2019-06-17 12:11:33.071000+00:00
test-linux64-shippable-qr/opt-raptor-wasm-godot-firefox-e10s,IIVIGtO8QIuEwoxDlW7igw,test,2019-06-17 12:05:51.748000+00:00,2019-06-17 12:07:40.004000+00:00
test-linux64-shippable/opt-raptor-tp6-10-firefox-profiling-e10s,IIl186kJRZePUvXHXBkS8Q,test,2019-06-17 12:04:29.153000+00:00,2019-06-17 12:07:37.060000+00:00
test-android-em-4.3-arm7-api-16/debug-mochitest-1proc-54,IJ1OMmMyRDmxEKdY0U2WLA,test,2019-06-17 10:49:43.685000+00:00,2019-06-17 11:22:22.059000+00:00
test-android-em-7.0-x86_64/debug-web-platform-tests-reftests-e10s-6,IJ7mbs5tQD2IkbIMDw2aXw,test,2019-06-17 10:52:52.906000+00:00,2019-06-17 11:53:36.359000+00:00
test-linux64/debug-reftest-sw-e10s-1,IJ8n1pYBTxuzizdLiLIyBw,test,2019-06-17 11:01:07.654000+00:00,2019-06-17 11:34:27.077000+00:00
test-linux64-ccov/debug-gtest-1proc,IJNV3ZOaT96NZV0dxIwWJA,test,2019-06-17 11:09:46.678000+00:00,2019-06-17 11:39:28.034000+00:00
test-linux64/debug-mochitest-a11y-sw-1proc,IKIy8wePS3iB-cpcIdzYbw,test,2019-06-17 11:01:10.576000+00:00,2019-06-17 11:11:38.127000+00:00
test-linux64-shippable/opt-raptor-wasm-godot-cranelift-firefox-profiling-e10s,IKkEzp4JSD-5Bs3Ebw4EGg,test,2019-06-17 12:04:28.466000+00:00,2019-06-17 12:06:41.496000+00:00
test-linux64/opt-web-platform-tests-e10s-10,ILlwkJRMT-etUqsNVM6CsQ,test,2019-06-17 10:55:10.208000+00:00,2019-06-17 11:41:29.923000+00:00
test-windows10-64/opt-mochitest-media-e10s,IM6COq8TQaW-7MzTJC_HYA,test,2019-06-17 11:20:15.713000+00:00,2019-06-17 11:50:20.717000+00:00
test-linux64/debug-web-platform-tests-e10s-2,IMPGIsPoRA6WXS63YOcgIQ,test,2019-06-17 11:04:36.684000+00:00,2019-06-17 11:45:50.317000+00:00
test-windows10-64-qr/opt-raptor-tp6-9-firefox-e10s,IMhVYinKSPWbqETACC5OvQ,test,2019-06-17 11:16:42.868000+00:00,2019-06-17 11:26:47.455000+00:00
test-linux64/debug-mochitest-devtools-chrome-e10s-3,IMlhkIr3Qmeagt187SeHiQ,test,2019-06-17 11:01:05.605000+00:00,2019-06-17 11:31:14.154000+00:00
test-android-hw-p2-8-0-android-aarch64/pgo-raptor-tp6m-2-geckoview-e10s,INBrCrADSO2Fvl7Ydj9EaA,test,2019-06-17 11:57:03.303000+00:00,2019-06-17 12:08:33.005000+00:00
test-android-em-4.3-arm7-api-16/pgo-mochitest-1proc-3,INDNZn7RRTuAXxjU2UGP7A,test,2019-06-17 11:57:13.290000+00:00,2019-06-17 12:30:45.802000+00:00
test-windows10-64-qr/opt-mochitest-browser-chrome-e10s-4,INZPSCVeS0isZ57Y8Ajm6Q,test,2019-06-17 11:51:02.168000+00:00,2019-06-17 12:14:52.160000+00:00
test-linux64/opt-browser-screenshots-e10s,IPVr2BYTQuK8obO9eO8jPw,test,2019-06-17 10:58:08.571000+00:00,2019-06-17 11:22:32.366000+00:00
test-linux64-qr/opt-raptor-speedometer-firefox-e10s,IQo_ChmcRq-IC5rKaEyVmA,test,2019-06-17 10:47:00.346000+00:00,2019-06-17 10:52:07.970000+00:00
test-linux64-ccov/debug-mochitest-browser-chrome-e10s-9,IR-hfcFpTF6K7vno94MYSw,test,2019-06-17 11:07:48.111000+00:00,2019-06-17 11:39:31.853000+00:00
test-android-em-7.0-x86/opt-web-platform-tests-1proc-10,IUf_AoAjRzeIMer_JoWAUg,test,2019-06-17 10:43:12.822000+00:00,2019-06-17 11:18:56.885000+00:00
build-android-api-16-gcp/debug,IV3qKOIwQXicmfvCAb29Aw,build,2019-06-17 10:07:14.882000+00:00,2019-06-17 10:47:53.621000+00:00
test-macosx1014-64-shippable/opt-awsy-e10s,IX7XnrfoTLGB8m-J6_GTng,test,2019-06-17 11:25:08.567000+00:00,2019-06-17 12:24:05.662000+00:00
Action: Retrigger,IXJojGPZRZOBCTukUeplBQ,action-callback,2019-06-17 12:07:30.811000+00:00,2019-06-17 12:08:42.316000+00:00
test-linux64/debug-web-platform-tests-e10s-18,IXOyu_PcShmUvCQRyJr9TA,test,2019-06-17 11:03:53.745000+00:00,2019-06-17 11:54:55.212000+00:00
test-windows10-64-qr/opt-raptor-tp6-6-firefox-e10s,IXbDefixQdOFrEA2le5pjA,test,2019-06-17 11:16:42.772000+00:00,2019-06-17 11:24:39.889000+00:00
test-linux64-shippable-qr/opt-mochitest-e10s-1,IXnX5fh4QRKOntTz7EIm7Q,test,2019-06-17 12:05:00.796000+00:00,2019-06-17 12:39:41.678000+00:00
test-windows10-64-qr/debug-mochitest-e10s-3,IY79bcZGTzy_Mrf859xyqg,test,2019-06-17 11:39:03.187000+00:00,2019-06-17 12:13:08.704000+00:00
test-windows7-32-shippable/opt-raptor-speedometer-firefox-e10s,IYhLdz1RQZWFJiuqLETfgw,test,2019-06-17 11:51:34.700000+00:00,2019-06-17 11:56:42.742000+00:00
test-windows7-32-shippable/opt-mochitest-media-e10s-2,IYi4zbSeRg2c9B3a86kKhw,test,2019-06-17 11:51:35.866000+00:00,2019-06-17 12:10:26.648000+00:00
test-android-hw-p2-8-0-android-aarch64/pgo-raptor-tp6m-5-geckoview-e10s,IYirrfoaQ9GD97f4f6ZsyA,test,2019-06-17 12:03:11.443000+00:00,2019-06-17 12:10:27.709000+00:00
test-macosx1010-64/debug-mochitest-e10s-3,IYkXacPUQSOlf2vhQhw_dQ,test,2019-06-17 10:53:10.952000+00:00,2019-06-17 11:34:02.414000+00:00
test-windows7-32/debug-web-platform-tests-e10s-9,IZ5faZ6WTguu6KqMedUafg,test,2019-06-17 11:27:23.096000+00:00,2019-06-17 12:28:37.426000+00:00
test-linux64/debug-mochitest-browser-chrome-e10s-11,IZTjyB22S86BuTkUj7CnEw,test,2019-06-17 11:01:07.181000+00:00,2019-06-17 11:32:58.364000+00:00
test-linux64-qr/opt-mochitest-chrome-1proc-2,IZg7_J8UQ1aWR32dlkKAsQ,test,2019-06-17 10:57:31.289000+00:00,2019-06-17 11:09:51.729000+00:00
test-windows10-64/debug-mochitest-browser-chrome-e10s-5,IbUsYatSSwWhvT_xiCm6tA,test,2019-06-17 11:29:16.741000+00:00,2019-06-17 12:00:26.284000+00:00
test-linux64-shippable/opt-web-platform-tests-e10s-8,IbaIJbyBRPm5T9DBFlWiSQ,test,2019-06-17 12:04:24.207000+00:00,2019-06-17 12:45:58.620000+00:00
test-macosx1014-64-shippable/opt-raptor-tp6-1-chromium-cold-e10s,Ibhcjb35Qre-1O4PuwkJVw,test,2019-06-17 11:25:06.312000+00:00,2019-06-17 11:49:38.039000+00:00
test-linux64-qr/debug-web-platform-tests-reftests-e10s-5,Ibu1_4rlTGObepVhJW4r9w,test,2019-06-17 11:03:56.391000+00:00,2019-06-17 11:41:50.947000+00:00
test-android-em-4.3-arm7-api-16/debug-reftest-1proc-38,Iczjyc5mQp2qvGsupHiaKg,test,2019-06-17 10:47:20.856000+00:00,2019-06-17 11:30:12.839000+00:00
test-linux64-qr/debug-xpcshell-e10s-1,IdeJox5-Sru59Kw20BEn_g,test,2019-06-17 11:00:54.165000+00:00,2019-06-17 11:25:36.046000+00:00
test-windows10-aarch64/opt-mochitest-e10s-4,IftVmcnpT9CsDJ1sx5z3yg,test,2019-06-17 12:04:47.301000+00:00,2019-06-17 12:32:29.284000+00:00
test-windows10-64-ccov/debug-mochitest-chrome-1proc-1,IgRze9eWQpCI02J4oYd-fg,test,2019-06-17 11:54:36.387000+00:00,2019-06-17 12:37:56.332000+00:00
test-windows10-64-shippable/opt-talos-perf-reftest-e10s,IgWjVw9XSmm3NzcbsEhrKQ,test,2019-06-17 12:10:43.911000+00:00,2019-06-17 12:17:36.541000+00:00
build-win32/opt,IgyH0bCKS36Cbg8jeJGPqQ,build,2019-06-17 10:09:48.346000+00:00,2019-06-17 11:14:46.890000+00:00
test-android-em-4.3-arm7-api-16/debug-reftest-1proc-16,Ih418S9ZSEuMnHNP4lsFww,test,2019-06-17 10:49:57.528000+00:00,2019-06-17 11:38:21.786000+00:00
test-windows7-32-shippable/opt-mochitest-media-spi-e10s-2,Ihp-z7hIRyGIohy0w95wYA,test,2019-06-17 11:51:34.886000+00:00,2019-06-17 12:10:23.659000+00:00
test-windows10-64-qr/debug-web-platform-tests-reftests-e10s-1,IiNVJnRSTE-r22yIhCjjwA,test,2019-06-17 11:40:19.937000+00:00,2019-06-17 12:12:34.054000+00:00
test-linux64-qr/opt-raptor-wasm-godot-baseline-firefox-e10s,IieSu3FBR0S3ccNOsI3l_Q,test,2019-06-17 10:47:00.682000+00:00,2019-06-17 10:48:50.182000+00:00
test-windows7-32/opt-raptor-tp6-8-firefox-e10s,IirQ4RaKQe63vwBizvq8-g,test,2019-06-17 11:14:50.111000+00:00,2019-06-17 11:22:20.833000+00:00
test-linux64-asan/opt-mochitest-devtools-chrome-e10s-4,IjLp84V1Sl2kQSfB7NNIoA,test,2019-06-17 10:45:06.285000+00:00,2019-06-17 11:14:08.621000+00:00
build-linux64-gcp/opt,IjQx8ZDbQbG3IR_aXsBV3A,build,2019-06-17 10:02:06.748000+00:00,2019-06-17 10:38:57.755000+00:00
test-android-em-4.3-arm7-api-16/debug-crashtest-1proc-2,IjhTdDo3QQCPGLhCCH-S-w,test,2019-06-17 10:47:55.792000+00:00,2019-06-17 11:38:20.427000+00:00
test-windows10-64-qr/debug-mochitest-media-spi-e10s,Ik7Wlg4YTuqzONahziPc7A,test,2019-06-17 11:38:31.772000+00:00,2019-06-17 12:17:22.589000+00:00
test-android-em-7.0-x86/opt-web-platform-tests-1proc-16,IkPVTE4UTCOB8z3iFUZeyw,test,2019-06-17 10:43:12.821000+00:00,2019-06-17 11:36:51.263000+00:00
test-windows10-64-asan/opt-mochitest-chrome-1proc-2,IkbRGB0PQYyRVw9B8B5vFA,test,2019-06-17 11:19:23.467000+00:00,2019-06-17 11:38:53.871000+00:00
test-linux64/debug-mochitest-browser-chrome-sw-e10s-13,Ikl64HWhSjqfODu-47JehA,test,2019-06-17 11:00:45.029000+00:00,2019-06-17 11:19:07.088000+00:00
test-linux64-asan/opt-reftest-e10s-3,Ilxb2_AWSlmXNi-i6p-buw,test,2019-06-17 10:45:32.159000+00:00,2019-06-17 11:12:06.353000+00:00
test-macosx1010-64-shippable/opt-mochitest-chrome-1proc-1,ImK9rBw0TimrYa4Kb6t85Q,test,2019-06-17 11:25:05.652000+00:00,2019-06-17 11:38:21.459000+00:00
test-android-em-4.3-arm7-api-16/opt-reftest-1proc-25,ImcF0uPSTBCBVSmMdQEcxQ,test,2019-06-17 11:14:43.985000+00:00,2019-06-17 11:47:09.421000+00:00
test-android-em-4.3-arm7-api-16/pgo-reftest-1proc-7,IoGusSu8RHG0zciyMPb0UQ,test,2019-06-17 11:57:13.636000+00:00,2019-06-17 12:34:08.130000+00:00
test-windows10-64/opt-raptor-tp6-5-firefox-e10s,IoVI1C4cRHGhCh_3bsjNgA,test,2019-06-17 11:16:42.776000+00:00,2019-06-17 11:23:18.437000+00:00
test-linux64-ccov/debug-mochitest-webgl1-core-e10s,IoismK9QSGmog1ZeCmNeIg,test,2019-06-17 11:07:11.035000+00:00,2019-06-17 11:26:16.858000+00:00
test-linux64/debug-mochitest-sw-e10s-4,IoqTKrvSReq5Nt01mI_wVw,test,2019-06-17 11:01:52.905000+00:00,2019-06-17 11:26:12.646000+00:00
test-windows10-64/debug-reftest-e10s-2,IpVpaMoxQMKLqtvGT18kww,test,2019-06-17 11:38:14.103000+00:00,2019-06-17 12:07:00.576000+00:00
test-linux64/debug-web-platform-tests-e10s-1,IpmCILFhTzajFe3Q48In0Q,test,2019-06-17 11:04:07.575000+00:00,2019-06-17 11:48:18.008000+00:00
test-android-em-7.0-x86_64/debug-web-platform-tests-e10s-2,Iq4GdK06Snyci5eAdxa61Q,test,2019-06-17 10:52:53.220000+00:00,2019-06-17 11:31:02.074000+00:00
test-macosx1014-64/debug-web-platform-tests-wdspec-e10s-2,IrRYaQnwRYCXMrxqy73gBQ,test,2019-06-17 11:25:07.217000+00:00,2019-06-17 11:40:31.753000+00:00
test-linux64-asan/opt-mochitest-e10s-2,IsDqMPluReqFwqzeRwyllQ,test,2019-06-17 10:45:49.879000+00:00,2019-06-17 11:17:15.874000+00:00
test-linux64-shippable/opt-raptor-motionmark-htmlsuite-firefox-e10s,Isdz7z9mSCWUTkbxgkp1hA,test,2019-06-17 12:04:27.813000+00:00,2019-06-17 12:20:11.495000+00:00
test-linux64/opt-reftest-e10s-4,ItIbmPeDR_SvHVrfrmAV8Q,test,2019-06-17 10:58:31.020000+00:00,2019-06-17 11:20:41.529000+00:00
test-windows7-32-shippable/opt-mochitest-devtools-chrome-e10s-3,IthwaJ3eQrK_2hmy5xnqaw,test,2019-06-17 11:51:34.855000+00:00,2019-06-17 12:14:45.810000+00:00
test-windows7-32/debug-web-platform-tests-e10s-11,IuAtvJ7aSrWJ--qnMP-QCw,test,2019-06-17 11:25:33.468000+00:00,2019-06-17 12:54:24.807000+00:00
test-windows10-64-shippable/opt-raptor-tp6-2-firefox-cold-e10s,IuNKy5WGR7WWv9AUmmTtUw,test,2019-06-17 12:10:44.123000+00:00,2019-06-17 12:33:13.707000+00:00
test-windows10-64-qr/opt-mochitest-browser-chrome-e10s-6,IuZE8VIwTe28wUYcTaqCVQ,test,2019-06-17 11:28:26.118000+00:00,2019-06-17 11:47:37.323000+00:00
test-windows10-64/debug-web-platform-tests-e10s-12,IwYsVtnQTyCdQQoPRXqZCA,test,2019-06-17 11:29:38.353000+00:00,2019-06-17 12:07:51.894000+00:00
test-linux64-shippable/opt-raptor-wasm-godot-cranelift-firefox-e10s,Iz4ehTz3Tuil7pP7U3jUZA,test,2019-06-17 12:04:28.334000+00:00,2019-06-17 12:06:37.320000+00:00
test-android-hw-p2-8-0-arm7-api-16/debug-mochitest-media-1proc-2,IzVmg7CDSLurP9h0wfP_xA,test,2019-06-17 10:48:28.648000+00:00,2019-06-17 11:01:06.066000+00:00
test-linux64-asan/opt-web-platform-tests-e10s-1,J-BvzpLVSGSAdHUDqWmLOA,test,2019-06-17 10:45:16.072000+00:00,2019-06-17 11:50:15.020000+00:00
test-windows10-64-ccov/debug-web-platform-tests-e10s-13,J-Mv__3GSXeK3hvG-Yvftw,test,2019-06-17 11:54:36.292000+00:00,2019-06-17 13:46:20.664000+00:00
test-windows7-32/opt-raptor-youtube-playback-firefox-e10s,J-qsO_hfQiyLigqCj5yZAg,test,2019-06-17 11:14:50.113000+00:00,2019-06-17 11:41:23.585000+00:00
test-windows7-32/debug-reftest-no-accel-e10s-2,J0C6KGc2Ti-aZMFhpOrbsA,test,2019-06-17 11:25:16.763000+00:00,2019-06-17 12:04:49.205000+00:00
test-windows10-64-shippable/opt-raptor-tp6-3-chromium-cold-e10s,J0FKwY6gT6q9wpgshp-eEg,test,2019-06-17 12:10:43.909000+00:00,2019-06-17 12:33:07.010000+00:00
test-linux64-asan/opt-mochitest-e10s-3,J18mgYBDQ4KvQK7uL2EknQ,test,2019-06-17 10:46:16+00:00,2019-06-17 11:09:57.610000+00:00
test-windows10-64-shippable/opt-raptor-tp6-3-chromium-e10s,J1KLhL8iR--8Hfn8ezcvVA,test,2019-06-17 12:10:44.048000+00:00,2019-06-17 12:15:52.323000+00:00
test-windows7-32/opt-web-platform-tests-e10s-10,J2EXNO-nQMi3eI1AOJXvzQ,test,2019-06-17 11:19:25.497000+00:00,2019-06-17 12:02:06.960000+00:00
test-linux64-shippable-qr/opt-raptor-tp6-3-firefox-e10s,J2SfO7jiSrCw60JPw8kTYg,test,2019-06-17 12:04:28.736000+00:00,2019-06-17 12:11:04.891000+00:00
test-android-hw-p2-8-0-arm7-api-16/opt-raptor-tp6m-5-geckoview-e10s,J2ccJgZETPOhYnFVX0_MAQ,test,2019-06-17 11:35:14.676000+00:00,2019-06-17 11:42:29.059000+00:00
test-macosx1010-64-shippable/opt-mochitest-e10s-1,J2su11I2ReCt70CUmHSDXQ,test,2019-06-17 11:25:05.884000+00:00,2019-06-17 11:42:34.654000+00:00
test-linux64-qr/debug-web-platform-tests-e10s-16,J4IlpG8iTfqLOh5diLlI1Q,test,2019-06-17 11:03:35.729000+00:00,2019-06-17 12:05:38.142000+00:00
spidermonkey-sm-nonunified-linux64/debug,J4RFMrJnRf-CVsR2p2AQHQ,spidermonkey,2019-06-17 10:02:07.022000+00:00,2019-06-17 10:24:50.731000+00:00
test-android-hw-g5-7-0-arm7-api-16/opt-raptor-tp6m-4-geckoview-e10s,J5-g2e4ZQo6Xzm7rewnfBQ,test,2019-06-17 11:26:20.263000+00:00,2019-06-17 11:33:18.056000+00:00
test-windows7-32-shippable/opt-web-platform-tests-e10s-4,J57sd0rYTsmKiJ4j3kLhcA,test,2019-06-17 11:51:34.854000+00:00,2019-06-17 12:19:40.385000+00:00
test-linux64-qr/debug-web-platform-tests-e10s-17,J61wVGSVS62onb4_M7VdPw,test,2019-06-17 11:03:29.042000+00:00,2019-06-17 11:54:36.345000+00:00
test-windows10-64-qr/debug-web-platform-tests-e10s-1,J6JZXR7eQqygfedtjdSiYg,test,2019-06-17 11:39:24.623000+00:00,2019-06-17 12:03:49.242000+00:00
test-macosx1014-64/debug-web-platform-tests-e10s-4,J8eTyaSvQvuOrFDPnZuugg,test,2019-06-17 11:25:07.222000+00:00,2019-06-17 11:45:34.269000+00:00
test-windows7-32/opt-mochitest-chrome-1proc-1,J8rXFa7jSWaoNXG6dA952A,test,2019-06-17 11:24:33.533000+00:00,2019-06-17 11:44:12.306000+00:00
test-linux64/debug-reftest-no-accel-sw-e10s-4,J8wZSeu8RB2WFnbV5JVm8g,test,2019-06-17 11:00:04.104000+00:00,2019-06-17 11:29:40.092000+00:00
test-linux64-qr/debug-web-platform-tests-e10s-2,J9ccWsZnTo2iGqydH4pBVw,test,2019-06-17 11:03:31.035000+00:00,2019-06-17 12:01:16.431000+00:00
test-linux64-shippable-qr/opt-raptor-motionmark-animometer-firefox-e10s,J9ybZai6SIWk0DwWNuRGXw,test,2019-06-17 12:04:43.330000+00:00,2019-06-17 12:17:45.644000+00:00
test-macosx1014-64-shippable/opt-crashtest-e10s,JAF_GMEkRq-m13LXxcuMNw,test,2019-06-17 11:25:07.231000+00:00,2019-06-17 11:32:33.682000+00:00
test-android-em-4.3-arm7-api-16/opt-reftest-1proc-5,JAJkQYctThea_t74f1D3Ig,test,2019-06-17 11:14:06.977000+00:00,2019-06-17 11:48:13.126000+00:00
test-windows10-64-qr/opt-mochitest-e10s-1,JBOSeIXXQmi69XMCn5VGJQ,test,2019-06-17 11:27:21.344000+00:00,2019-06-17 11:51:38.085000+00:00
test-linux64/opt-mochitest-devtools-chrome-e10s-4,JDQcP0UnQo69phgnsoquiA,test,2019-06-17 10:57:34.041000+00:00,2019-06-17 11:24:14.899000+00:00
test-windows10-64-ccov/debug-web-platform-tests-e10s-17,JEQt5xQJRpWwSWb0PYKWsg,test,2019-06-17 11:54:36.386000+00:00,2019-06-17 13:51:17.545000+00:00
test-android-em-7.0-x86_64/opt-reftest-e10s-5,JGkWVUDqS8yGjZhvdutABQ,test,2019-06-17 11:04:07.696000+00:00,2019-06-17 11:19:14.433000+00:00
test-linux64/opt-web-platform-tests-reftests-e10s-3,JHDpHkmUSCqTCX4buGQ4Ow,test,2019-06-17 10:55:29.779000+00:00,2019-06-17 11:16:58.755000+00:00
test-linux64-asan/opt-mochitest-browser-chrome-e10s-2,JHfM7nE5Toumx5RlBj7oIQ,test,2019-06-17 10:45:25.317000+00:00,2019-06-17 11:07:37.369000+00:00
test-linux64/opt-telemetry-tests-client-e10s,JIPGz93LTlOnlLDOHUhzMw,test,2019-06-17 10:59:20.593000+00:00,2019-06-17 11:06:38.309000+00:00
test-windows10-aarch64/opt-talos-g5-e10s,JJ5H8hEfSC-qBKdWsDonXA,test,2019-06-17 11:58:04.613000+00:00,2019-06-17 12:24:30.615000+00:00
test-windows10-aarch64/opt-mochitest-browser-chrome-e10s-5,JJ8-jpDES16FkSfF0gONUg,test,2019-06-17 11:29:29.796000+00:00,2019-06-17 12:03:56.381000+00:00
test-android-em-4.3-arm7-api-16/debug-mochitest-1proc-19,JJAKuaPERomY4Dv0V2Hcaw,test,2019-06-17 10:50:00.690000+00:00,2019-06-17 12:05:45.649000+00:00
test-linux64-asan-qr/opt-reftest-e10s-5,JJCpzovBRE6JEKMga3BgSQ,test,2019-06-17 10:45:37.100000+00:00,2019-06-17 11:23:23.706000+00:00
test-android-em-4.3-arm7-api-16/debug-crashtest-1proc-6,JJVMmWHyRoWyHraT9KeT0g,test,2019-06-17 10:47:22.175000+00:00,2019-06-17 11:22:38.282000+00:00
test-linux64-qr/opt-web-platform-tests-reftests-e10s-3,JJxO7iufSKyXyc2PNup4Tw,test,2019-06-17 10:55:27.202000+00:00,2019-06-17 11:12:48.672000+00:00
test-linux64/debug-mochitest-e10s-1,JL0uLVXgTmaHeWcmq6uWuA,test,2019-06-17 11:01:17.033000+00:00,2019-06-17 11:15:06.277000+00:00
test-linux64/debug-mochitest-e10s-2,JL6xJAp7REmWKVsstYB8Jg,test,2019-06-17 11:01:11.983000+00:00,2019-06-17 11:23:04.733000+00:00
test-linux64/debug-reftest-sw-e10s-8,JLsloIOcRl6ocj8pmEg8cA,test,2019-06-17 11:00:19.150000+00:00,2019-06-17 11:13:57.757000+00:00
test-windows10-64-shippable/opt-web-platform-tests-e10s-7,JMBbTxAkSiWxCFaqFz1h5A,test,2019-06-17 12:10:44.367000+00:00,2019-06-17 12:33:59.903000+00:00
test-linux64/opt-marionette-media-e10s,JME7HwX6TRaJvQyhowwDkQ,test,2019-06-17 10:59:35.741000+00:00,2019-06-17 11:09:26.659000+00:00
test-linux64/opt-raptor-tp6-1-firefox-cold-e10s,JO1fNCeARWOAB1WSVPty7A,test,2019-06-17 10:49:23.260000+00:00,2019-06-17 11:11:22.293000+00:00
test-windows7-32/opt-raptor-tp6-4-firefox-e10s,JOGYLv4aTduVMKwzgCVIFw,test,2019-06-17 11:14:50.112000+00:00,2019-06-17 11:19:31.947000+00:00
test-linux64-shippable-qr/opt-mochitest-media-spi-e10s-1,JPoMq_QISump1JT6D_P7hA,test,2019-06-17 12:04:55.049000+00:00,2019-06-17 12:39:59.399000+00:00
test-linux64-asan-qr/opt-reftest-e10s-2,JR9zCiaYRBqgqYTTNtjaHg,test,2019-06-17 10:45:45.221000+00:00,2019-06-17 11:23:00.911000+00:00
test-macosx1014-64-shippable-qr/opt-reftest-e10s-5,JRR0WAOGT1-4gEQXuMCWOQ,test,2019-06-17 11:25:06.806000+00:00,2019-06-17 11:35:34.361000+00:00
test-linux64-shippable/opt-web-platform-tests-e10s-6,JSRSSRzuQiixD1MZkxifOg,test,2019-06-17 12:04:24.213000+00:00,2019-06-17 12:30:26.175000+00:00
test-macosx1010-64/debug-mochitest-media-e10s-4,JWqoYzD5QEWpMS12B2culg,test,2019-06-17 10:53:10.704000+00:00,2019-06-17 11:00:12.653000+00:00
test-android-em-7.0-x86_64/opt-web-platform-tests-e10s-1,JWs4d2XkQhuFPCFWTlMpYQ,test,2019-06-17 11:05:58.231000+00:00,2019-06-17 11:37:46.695000+00:00
test-linux64/debug-mochitest-sw-e10s-6,JXKzpOw5RfO-LEfX3rqhwA,test,2019-06-17 11:00:50.918000+00:00,2019-06-17 11:12:56.775000+00:00
